-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/02/2022 through 04/01/2022 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS                    MERRA-2 Earth Skin Temperature (C) 
WS50M                 MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M                 MERRA-2 Wind Direction at 50 Meters (Degrees) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN     CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
ALLSKY_SFC_UVA        CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB        CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,WS50M,WD50M,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB
52.75,15.25,2022,3,24,6.19,0.1,3.15,6.12,3.28,126.54,4.24,4.24,239.7,-999.0,-999.0
53.25,5.75,2022,3,24,8.11,5.13,6.63,7.83,5.0,32.71,4.11,4.18,261.52,-999.0,-999.0
53.25,6.25,2022,3,24,8.08,5.03,6.56,7.86,4.86,44.69,4.2,4.23,257.2,-999.0,-999.0
53.25,6.75,2022,3,24,8.58,4.86,6.72,8.05,4.32,77.84,4.2,4.23,257.2,-999.0,-999.0
53.25,7.25,2022,3,24,8.83,4.52,6.67,8.12,3.61,93.36,4.2,4.23,257.2,-999.0,-999.0
53.25,7.75,2022,3,24,8.83,4.17,6.5,7.96,3.17,112.35,4.2,4.23,257.2,-999.0,-999.0
53.25,8.25,2022,3,24,8.66,3.89,6.27,7.65,3.09,135.05,4.17,4.21,256.04,-999.0,-999.0
53.25,8.75,2022,3,24,8.42,3.65,6.03,7.51,3.17,140.88,4.17,4.21,256.04,-999.0,-999.0
53.25,9.25,2022,3,24,8.7,3.12,5.91,7.47,2.96,144.32,4.17,4.21,256.04,-999.0,-999.0
53.25,9.75,2022,3,24,8.77,2.52,5.65,7.48,2.73,145.07,4.17,4.21,256.04,-999.0,-999.0
53.25,10.25,2022,3,24,8.62,1.93,5.28,7.36,2.52,141.41,4.14,4.21,252.52,-999.0,-999.0
53.25,10.75,2022,3,24,8.3,1.43,4.87,7.07,2.38,130.86,4.14,4.21,252.52,-999.0,-999.0
53.25,11.25,2022,3,24,7.88,1.13,4.51,6.64,2.28,110.19,4.14,4.21,252.52,-999.0,-999.0
53.25,11.75,2022,3,24,7.37,1.05,4.21,5.92,2.19,98.79,4.14,4.21,252.52,-999.0,-999.0
53.25,12.25,2022,3,24,6.94,0.76,3.85,5.44,2.17,83.02,4.21,4.22,242.9,-999.0,-999.0
53.25,12.75,2022,3,24,6.57,0.47,3.52,5.12,2.23,70.78,4.21,4.22,242.9,-999.0,-999.0
53.25,13.25,2022,3,24,6.18,0.31,3.24,4.88,2.32,68.74,4.21,4.22,242.9,-999.0,-999.0
53.25,13.75,2022,3,24,5.72,0.34,3.03,4.61,2.36,82.34,4.21,4.22,242.9,-999.0,-999.0
53.25,14.25,2022,3,24,5.51,0.55,3.03,4.61,2.39,117.54,4.18,4.2,243.39,-999.0,-999.0
53.25,14.75,2022,3,24,5.51,0.43,2.97,4.75,2.56,140.48,4.18,4.2,243.39,-999.0,-999.0
53.25,15.25,2022,3,24,5.58,0.14,2.86,4.96,2.81,153.48,4.18,4.2,243.39,-999.0,-999.0
53.75,5.75,2022,3,24,7.62,5.11,6.37,7.23,4.53,21.29,4.11,4.18,261.52,-999.0,-999.0
53.75,6.25,2022,3,24,7.45,5.29,6.37,7.17,4.77,15.69,4.2,4.23,257.2,-999.0,-999.0
53.75,6.75,2022,3,24,7.6,5.3,6.45,7.2,4.66,47.81,4.2,4.23,257.2,-999.0,-999.0
53.75,7.25,2022,3,24,7.79,5.12,6.45,7.19,4.22,102.72,4.2,4.23,257.2,-999.0,-999.0
53.75,7.75,2022,3,24,7.92,4.91,6.41,7.08,3.75,165.11,4.2,4.23,257.2,-999.0,-999.0
53.75,8.25,2022,3,24,7.97,4.7,6.33,6.98,3.47,208.82,4.17,4.21,256.04,-999.0,-999.0
53.75,8.75,2022,3,24,7.93,4.37,6.15,7.12,3.54,196.84,4.17,4.21,256.04,-999.0,-999.0
53.75,9.25,2022,3,24,8.13,3.8,5.96,7.24,3.38,189.09,4.17,4.21,256.04,-999.0,-999.0
53.75,9.75,2022,3,24,8.38,3.26,5.82,7.25,2.93,186.03,4.17,4.21,256.04,-999.0,-999.0
53.75,10.25,2022,3,24,8.41,2.74,5.58,7.05,2.51,181.17,4.14,4.21,252.52,-999.0,-999.0
53.75,10.75,2022,3,24,8.17,2.26,5.22,6.68,2.27,172.5,4.14,4.21,252.52,-999.0,-999.0
53.75,11.25,2022,3,24,7.8,1.92,4.86,6.29,2.15,162.5,4.14,4.21,252.52,-999.0,-999.0
53.75,11.75,2022,3,24,7.33,1.74,4.53,5.73,1.95,161.38,4.14,4.21,252.52,-999.0,-999.0
53.75,12.25,2022,3,24,7.04,1.59,4.31,5.29,1.76,162.2,4.21,4.22,242.9,-999.0,-999.0
53.75,12.75,2022,3,24,6.8,1.45,4.13,4.94,1.65,161.22,4.21,4.22,242.9,-999.0,-999.0
53.75,13.25,2022,3,24,6.51,1.34,3.92,4.66,1.65,161.26,4.21,4.22,242.9,-999.0,-999.0
53.75,13.75,2022,3,24,6.06,1.29,3.67,4.42,1.68,171.66,4.21,4.22,242.9,-999.0,-999.0
53.75,14.25,2022,3,24,5.57,1.35,3.46,4.36,1.79,198.53,4.18,4.2,243.39,-999.0,-999.0
53.75,14.75,2022,3,24,5.21,1.08,3.14,4.14,2.05,210.63,4.18,4.2,243.39,-999.0,-999.0
53.75,15.25,2022,3,24,5.0,0.63,2.81,3.98,2.4,216.76,4.18,4.2,243.39,-999.0,-999.0
54.25,5.75,2022,3,24,7.35,5.15,6.25,6.85,3.76,108.78,4.02,4.08,259.02,-999.0,-999.0
54.25,6.25,2022,3,24,7.14,5.32,6.23,6.74,4.28,123.53,4.11,4.11,249.8,-999.0,-999.0
54.25,6.75,2022,3,24,7.08,5.38,6.23,6.66,4.68,139.91,4.11,4.11,249.8,-999.0,-999.0
54.25,7.25,2022,3,24,7.12,5.29,6.2,6.58,4.68,180.49,4.11,4.11,249.8,-999.0,-999.0
54.25,7.75,2022,3,24,7.26,5.13,6.2,6.47,4.3,215.94,4.11,4.11,249.8,-999.0,-999.0
54.25,8.25,2022,3,24,7.51,4.89,6.2,6.41,3.77,229.04,4.09,4.18,256.38,-999.0,-999.0
54.25,8.75,2022,3,24,7.83,4.49,6.16,6.55,3.58,214.69,4.09,4.18,256.38,-999.0,-999.0
54.25,9.25,2022,3,24,7.73,4.04,5.88,6.67,3.52,201.64,4.09,4.18,256.38,-999.0,-999.0
54.25,9.75,2022,3,24,7.91,3.64,5.78,6.54,3.07,193.97,4.09,4.18,256.38,-999.0,-999.0
54.25,10.25,2022,3,24,8.04,3.24,5.64,6.16,2.52,190.93,4.06,4.13,258.36,-999.0,-999.0
54.25,10.75,2022,3,24,7.94,2.86,5.4,5.74,2.11,194.67,4.06,4.13,258.36,-999.0,-999.0
54.25,11.25,2022,3,24,7.58,2.54,5.06,5.58,1.96,210.22,4.06,4.13,258.36,-999.0,-999.0
54.25,11.75,2022,3,24,7.1,2.3,4.7,5.26,1.8,216.12,4.06,4.13,258.36,-999.0,-999.0
54.25,12.25,2022,3,24,6.8,2.27,4.54,4.92,1.7,231.96,4.07,4.13,248.07,-999.0,-999.0
54.25,12.75,2022,3,24,6.62,2.37,4.49,4.68,1.75,248.99,4.07,4.13,248.07,-999.0,-999.0
54.25,13.25,2022,3,24,6.43,2.49,4.46,4.55,1.92,260.12,4.07,4.13,248.07,-999.0,-999.0
54.25,13.75,2022,3,24,6.04,2.52,4.28,4.47,2.05,259.84,4.07,4.13,248.07,-999.0,-999.0
54.25,14.25,2022,3,24,5.4,2.48,3.94,4.35,2.3,271.39,4.07,4.1,244.25,-999.0,-999.0
54.25,14.75,2022,3,24,4.9,2.2,3.55,4.06,2.65,272.86,4.07,4.1,244.25,-999.0,-999.0
54.25,15.25,2022,3,24,4.59,1.83,3.21,3.82,3.07,270.27,4.07,4.1,244.25,-999.0,-999.0
54.75,5.75,2022,3,24,7.26,5.07,6.17,6.75,3.25,251.8,4.02,4.08,259.02,-999.0,-999.0
54.75,6.25,2022,3,24,7.05,5.24,6.15,6.67,3.8,278.75,4.11,4.11,249.8,-999.0,-999.0
54.75,6.75,2022,3,24,6.97,5.24,6.11,6.56,4.32,269.52,4.11,4.11,249.8,-999.0,-999.0
54.75,7.25,2022,3,24,6.94,5.12,6.03,6.41,4.55,258.5,4.11,4.11,249.8,-999.0,-999.0
54.75,7.75,2022,3,24,7.0,4.89,5.95,6.22,4.32,244.2,4.11,4.11,249.8,-999.0,-999.0
54.75,8.25,2022,3,24,7.18,4.6,5.89,6.11,3.76,231.36,4.09,4.18,256.38,-999.0,-999.0
54.75,8.75,2022,3,24,7.55,4.28,5.92,6.28,3.31,230.94,4.09,4.18,256.38,-999.0,-999.0
54.75,9.25,2022,3,24,7.48,3.99,5.74,6.25,3.09,229.64,4.09,4.18,256.38,-999.0,-999.0
54.75,9.75,2022,3,24,7.59,3.7,5.65,5.91,2.76,225.68,4.09,4.18,256.38,-999.0,-999.0
54.75,10.25,2022,3,24,7.75,3.44,5.6,5.51,2.34,223.15,4.06,4.13,258.36,-999.0,-999.0
54.75,10.75,2022,3,24,7.81,3.23,5.52,5.26,2.0,224.18,4.06,4.13,258.36,-999.0,-999.0
54.75,11.25,2022,3,24,7.56,3.06,5.31,5.39,1.99,228.91,4.06,4.13,258.36,-999.0,-999.0
54.75,11.75,2022,3,24,7.04,2.91,4.97,5.16,2.0,222.88,4.06,4.13,258.36,-999.0,-999.0
54.75,12.25,2022,3,24,6.47,2.88,4.67,4.77,2.19,231.14,4.07,4.13,248.07,-999.0,-999.0
54.75,12.75,2022,3,24,6.0,2.94,4.47,4.52,2.52,245.69,4.07,4.13,248.07,-999.0,-999.0
54.75,13.25,2022,3,24,5.67,3.03,4.35,4.43,2.89,266.29,4.07,4.13,248.07,-999.0,-999.0
54.75,13.75,2022,3,24,5.33,3.01,4.17,4.35,3.18,300.44,4.07,4.13,248.07,-999.0,-999.0
54.75,14.25,2022,3,24,5.01,2.97,3.99,4.26,3.54,295.34,4.07,4.1,244.25,-999.0,-999.0
54.75,14.75,2022,3,24,4.77,2.87,3.82,4.12,3.98,288.53,4.07,4.1,244.25,-999.0,-999.0
54.75,15.25,2022,3,24,4.59,2.79,3.69,4.0,4.48,282.44,4.07,4.1,244.25,-999.0,-999.0
47.25,5.75,2022,3,25,9.18,4.31,6.75,8.49,6.4,61.41,5.26,5.26,249.25,-999.0,-999.0
47.25,6.25,2022,3,25,8.5,3.29,5.9,7.78,6.0,67.78,5.21,5.24,251.69,-999.0,-999.0
47.25,6.75,2022,3,25,8.22,2.38,5.3,7.21,5.09,63.76,5.21,5.24,251.69,-999.0,-999.0
47.25,7.25,2022,3,25,8.32,1.88,5.1,6.8,4.18,69.24,5.21,5.24,251.69,-999.0,-999.0
47.25,7.75,2022,3,25,8.09,1.4,4.75,6.1,3.52,80.12,5.21,5.24,251.69,-999.0,-999.0
47.25,8.25,2022,3,25,7.59,0.98,4.29,5.25,3.13,90.94,5.23,5.27,244.49,-999.0,-999.0
47.25,8.75,2022,3,25,7.56,1.15,4.35,4.99,2.84,94.81,5.23,5.27,244.49,-999.0,-999.0
47.25,9.25,2022,3,25,5.98,-1.13,2.43,2.24,2.48,109.14,5.23,5.27,244.49,-999.0,-999.0
47.25,9.75,2022,3,25,4.02,-2.71,0.65,-0.28,2.32,119.9,5.23,5.27,244.49,-999.0,-999.0
47.25,10.25,2022,3,25,2.69,-3.5,-0.41,-2.03,2.1,125.35,5.34,5.34,232.77,-999.0,-999.0
47.25,10.75,2022,3,25,2.38,-3.33,-0.47,-2.49,1.79,126.2,5.34,5.34,232.77,-999.0,-999.0
47.25,11.25,2022,3,25,2.9,-1.9,0.49,-1.22,1.6,125.62,5.34,5.34,232.77,-999.0,-999.0
47.25,11.75,2022,3,25,4.08,-3.1,0.49,0.25,1.5,90.12,5.34,5.34,232.77,-999.0,-999.0
47.25,12.25,2022,3,25,4.08,-4.65,-0.29,-0.62,1.28,97.09,5.32,5.33,232.62,-999.0,-999.0
47.25,12.75,2022,3,25,4.0,-5.55,-0.78,-1.46,1.11,115.16,5.32,5.33,232.62,-999.0,-999.0
47.25,13.25,2022,3,25,4.17,-5.43,-0.63,-1.35,1.13,124.84,5.32,5.33,232.62,-999.0,-999.0
47.25,13.75,2022,3,25,4.18,-4.57,-0.19,-0.81,1.41,118.56,5.32,5.33,232.62,-999.0,-999.0
47.25,14.25,2022,3,25,5.94,-3.24,1.35,1.99,1.56,118.94,5.19,5.19,238.22,-999.0,-999.0
47.25,14.75,2022,3,25,7.22,-2.36,2.43,3.67,1.75,129.76,5.19,5.19,238.22,-999.0,-999.0
47.25,15.25,2022,3,25,8.45,-1.78,3.34,5.17,1.94,142.62,5.19,5.19,238.22,-999.0,-999.0
47.75,5.75,2022,3,25,8.45,3.69,6.07,7.8,6.23,55.04,5.26,5.26,249.25,-999.0,-999.0
47.75,6.25,2022,3,25,8.47,3.42,5.95,7.86,5.9,57.69,5.21,5.24,251.69,-999.0,-999.0
47.75,6.75,2022,3,25,8.12,2.55,5.34,7.4,5.03,54.09,5.21,5.24,251.69,-999.0,-999.0
47.75,7.25,2022,3,25,8.6,2.24,5.42,7.69,4.5,52.87,5.21,5.24,251.69,-999.0,-999.0
47.75,7.75,2022,3,25,8.68,2.12,5.4,7.66,4.24,54.49,5.21,5.24,251.69,-999.0,-999.0
47.75,8.25,2022,3,25,8.27,1.99,5.13,7.2,4.21,58.96,5.23,5.27,244.49,-999.0,-999.0
47.75,8.75,2022,3,25,8.48,1.78,5.12,7.15,4.4,65.78,5.23,5.27,244.49,-999.0,-999.0
47.75,9.25,2022,3,25,8.56,2.04,5.3,7.12,4.18,70.38,5.23,5.27,244.49,-999.0,-999.0
47.75,9.75,2022,3,25,8.04,1.27,4.66,6.11,3.92,78.49,5.23,5.27,244.49,-999.0,-999.0
47.75,10.25,2022,3,25,7.41,0.58,3.99,5.01,3.59,90.62,5.34,5.34,232.77,-999.0,-999.0
47.75,10.75,2022,3,25,7.11,0.45,3.78,4.52,3.2,103.51,5.34,5.34,232.77,-999.0,-999.0
47.75,11.25,2022,3,25,7.61,0.8,4.2,5.13,2.8,110.06,5.34,5.34,232.77,-999.0,-999.0
47.75,11.75,2022,3,25,7.67,0.48,4.07,4.79,2.56,108.91,5.34,5.34,232.77,-999.0,-999.0
47.75,12.25,2022,3,25,7.41,-0.76,3.33,3.83,2.39,108.7,5.32,5.33,232.62,-999.0,-999.0
47.75,12.75,2022,3,25,7.14,-1.9,2.62,3.02,2.34,112.06,5.32,5.33,232.62,-999.0,-999.0
47.75,13.25,2022,3,25,6.73,-2.48,2.12,2.44,2.39,114.14,5.32,5.33,232.62,-999.0,-999.0
47.75,13.75,2022,3,25,5.66,-2.61,1.52,1.52,2.38,102.56,5.32,5.33,232.62,-999.0,-999.0
47.75,14.25,2022,3,25,7.05,-1.98,2.53,3.63,2.3,101.31,5.19,5.19,238.22,-999.0,-999.0
47.75,14.75,2022,3,25,7.76,-1.56,3.1,4.54,2.32,108.65,5.19,5.19,238.22,-999.0,-999.0
47.75,15.25,2022,3,25,8.04,-1.66,3.19,4.71,2.12,126.79,5.19,5.19,238.22,-999.0,-999.0
48.25,5.75,2022,3,25,7.92,3.06,5.49,7.24,5.85,53.9,5.12,5.12,246.73,-999.0,-999.0
48.25,6.25,2022,3,25,8.06,3.04,5.55,7.4,5.54,55.88,5.09,5.09,247.49,-999.0,-999.0
48.25,6.75,2022,3,25,7.72,2.48,5.1,7.01,4.7,46.35,5.09,5.09,247.49,-999.0,-999.0
48.25,7.25,2022,3,25,8.68,2.16,5.42,7.81,4.34,47.18,5.09,5.09,247.49,-999.0,-999.0
48.25,7.75,2022,3,25,9.01,1.86,5.44,7.93,4.11,59.09,5.09,5.09,247.49,-999.0,-999.0
48.25,8.25,2022,3,25,8.48,1.39,4.94,7.14,3.95,74.59,5.05,5.06,248.25,-999.0,-999.0
48.25,8.75,2022,3,25,8.46,0.7,4.58,6.96,4.2,77.97,5.05,5.06,248.25,-999.0,-999.0
48.25,9.25,2022,3,25,8.47,1.36,4.91,7.16,4.43,70.09,5.05,5.06,248.25,-999.0,-999.0
48.25,9.75,2022,3,25,8.35,1.51,4.93,6.99,4.52,65.8,5.05,5.06,248.25,-999.0,-999.0
48.25,10.25,2022,3,25,8.38,1.51,4.95,6.87,4.41,67.96,5.03,5.03,247.25,-999.0,-999.0
48.25,10.75,2022,3,25,8.53,1.62,5.08,6.87,4.15,75.85,5.03,5.03,247.25,-999.0,-999.0
48.25,11.25,2022,3,25,8.42,2.02,5.22,6.69,3.84,85.12,5.03,5.03,247.25,-999.0,-999.0
48.25,11.75,2022,3,25,8.46,1.88,5.17,6.68,3.58,91.35,5.03,5.03,247.25,-999.0,-999.0
48.25,12.25,2022,3,25,8.44,1.62,5.03,6.78,3.78,88.78,5.0,5.02,246.04,-999.0,-999.0
48.25,12.75,2022,3,25,8.47,1.24,4.85,7.03,4.16,86.09,5.0,5.02,246.04,-999.0,-999.0
48.25,13.25,2022,3,25,8.39,0.74,4.56,7.11,4.36,85.86,5.0,5.02,246.04,-999.0,-999.0
48.25,13.75,2022,3,25,7.72,0.11,3.91,6.45,3.92,84.56,5.0,5.02,246.04,-999.0,-999.0
48.25,14.25,2022,3,25,7.61,-0.23,3.69,6.04,3.51,79.41,4.99,5.0,240.1,-999.0,-999.0
48.25,14.75,2022,3,25,7.5,-0.28,3.61,5.71,3.28,77.96,4.99,5.0,240.1,-999.0,-999.0
48.25,15.25,2022,3,25,7.65,-0.48,3.59,5.59,2.88,86.72,4.99,5.0,240.1,-999.0,-999.0
48.75,5.75,2022,3,25,7.9,3.05,5.48,7.29,5.72,53.3,5.12,5.12,246.73,-999.0,-999.0
48.75,6.25,2022,3,25,8.1,3.04,5.56,7.45,5.48,53.75,5.09,5.09,247.49,-999.0,-999.0
48.75,6.75,2022,3,25,7.89,2.84,5.37,7.23,5.03,45.3,5.09,5.09,247.49,-999.0,-999.0
48.75,7.25,2022,3,25,8.38,2.74,5.56,7.74,4.82,47.37,5.09,5.09,247.49,-999.0,-999.0
48.75,7.75,2022,3,25,8.97,2.55,5.76,8.12,4.47,71.21,5.09,5.09,247.49,-999.0,-999.0
48.75,8.25,2022,3,25,9.24,2.19,5.71,7.91,3.99,104.58,5.05,5.06,248.25,-999.0,-999.0
48.75,8.75,2022,3,25,9.0,1.63,5.31,7.12,3.68,111.75,5.05,5.06,248.25,-999.0,-999.0
48.75,9.25,2022,3,25,8.9,1.37,5.13,7.28,4.16,95.98,5.05,5.06,248.25,-999.0,-999.0
48.75,9.75,2022,3,25,8.3,1.34,4.82,6.96,4.54,77.97,5.05,5.06,248.25,-999.0,-999.0
48.75,10.25,2022,3,25,7.9,1.36,4.63,6.79,4.77,63.68,5.03,5.03,247.25,-999.0,-999.0
48.75,10.75,2022,3,25,7.81,1.43,4.62,6.87,4.85,57.42,5.03,5.03,247.25,-999.0,-999.0
48.75,11.25,2022,3,25,7.61,1.75,4.68,6.71,4.83,61.88,5.03,5.03,247.25,-999.0,-999.0
48.75,11.75,2022,3,25,7.62,1.66,4.64,6.77,4.71,70.7,5.03,5.03,247.25,-999.0,-999.0
48.75,12.25,2022,3,25,7.59,1.52,4.55,6.98,4.86,72.87,5.0,5.02,246.04,-999.0,-999.0
48.75,12.75,2022,3,25,7.42,1.26,4.34,6.95,5.06,71.91,5.0,5.02,246.04,-999.0,-999.0
48.75,13.25,2022,3,25,7.09,0.77,3.93,6.52,5.02,69.31,5.0,5.02,246.04,-999.0,-999.0
48.75,13.75,2022,3,25,6.69,-0.13,3.28,5.71,4.45,64.53,5.0,5.02,246.04,-999.0,-999.0
48.75,14.25,2022,3,25,6.96,-0.73,3.12,5.92,3.92,63.11,4.99,5.0,240.1,-999.0,-999.0
48.75,14.75,2022,3,25,6.95,-0.99,2.98,5.76,3.53,65.92,4.99,5.0,240.1,-999.0,-999.0
48.75,15.25,2022,3,25,7.11,-0.92,3.1,5.84,3.27,63.66,4.99,5.0,240.1,-999.0,-999.0
49.25,5.75,2022,3,25,7.96,2.93,5.44,7.29,6.16,49.9,4.96,4.96,244.95,-999.0,-999.0
49.25,6.25,2022,3,25,8.15,2.88,5.52,7.49,5.89,47.88,4.91,4.91,244.36,-999.0,-999.0
49.25,6.75,2022,3,25,7.89,2.82,5.36,7.24,5.83,45.78,4.91,4.91,244.36,-999.0,-999.0
49.25,7.25,2022,3,25,7.86,2.77,5.31,7.37,5.72,48.64,4.91,4.91,244.36,-999.0,-999.0
49.25,7.75,2022,3,25,8.26,2.79,5.53,7.79,5.42,61.68,4.91,4.91,244.36,-999.0,-999.0
49.25,8.25,2022,3,25,8.83,2.82,5.82,8.06,4.99,81.1,4.85,4.85,246.99,-999.0,-999.0
49.25,8.75,2022,3,25,8.78,2.62,5.7,7.39,4.62,94.12,4.85,4.85,246.99,-999.0,-999.0
49.25,9.25,2022,3,25,8.44,2.17,5.3,7.24,5.08,90.78,4.85,4.85,246.99,-999.0,-999.0
49.25,9.75,2022,3,25,7.78,1.85,4.81,6.88,5.38,82.83,4.85,4.85,246.99,-999.0,-999.0
49.25,10.25,2022,3,25,7.2,1.73,4.46,6.56,5.59,74.51,4.83,4.83,242.29,-999.0,-999.0
49.25,10.75,2022,3,25,6.91,1.72,4.31,6.43,5.73,68.56,4.83,4.83,242.29,-999.0,-999.0
49.25,11.25,2022,3,25,6.95,1.67,4.31,6.55,5.83,66.28,4.83,4.83,242.29,-999.0,-999.0
49.25,11.75,2022,3,25,6.87,1.47,4.17,6.53,5.73,67.46,4.83,4.83,242.29,-999.0,-999.0
49.25,12.25,2022,3,25,6.86,1.16,4.01,6.51,5.55,67.47,4.79,4.79,239.15,-999.0,-999.0
49.25,12.75,2022,3,25,6.64,0.75,3.7,6.17,5.19,65.43,4.79,4.79,239.15,-999.0,-999.0
49.25,13.25,2022,3,25,6.32,0.21,3.27,5.55,4.63,60.71,4.79,4.79,239.15,-999.0,-999.0
49.25,13.75,2022,3,25,6.44,-0.5,2.97,5.14,3.95,52.94,4.79,4.79,239.15,-999.0,-999.0
49.25,14.25,2022,3,25,7.3,-0.87,3.22,5.79,3.54,48.41,4.78,4.78,237.29,-999.0,-999.0
49.25,14.75,2022,3,25,7.35,-1.06,3.15,5.74,3.3,61.74,4.78,4.78,237.29,-999.0,-999.0
49.25,15.25,2022,3,25,6.95,-1.24,2.86,5.33,3.21,79.29,4.78,4.78,237.29,-999.0,-999.0
49.75,5.75,2022,3,25,7.57,2.29,4.93,6.71,6.6,45.94,4.96,4.96,244.95,-999.0,-999.0
49.75,6.25,2022,3,25,7.72,2.15,4.94,6.92,6.44,44.44,4.91,4.91,244.36,-999.0,-999.0
49.75,6.75,2022,3,25,7.49,2.08,4.79,6.75,6.34,44.54,4.91,4.91,244.36,-999.0,-999.0
49.75,7.25,2022,3,25,7.47,2.17,4.82,6.85,6.09,48.54,4.91,4.91,244.36,-999.0,-999.0
49.75,7.75,2022,3,25,7.71,2.41,5.06,7.13,5.78,51.5,4.91,4.91,244.36,-999.0,-999.0
49.75,8.25,2022,3,25,8.12,2.67,5.4,7.48,5.6,55.86,4.85,4.85,246.99,-999.0,-999.0
49.75,8.75,2022,3,25,8.49,2.71,5.6,7.74,5.83,71.41,4.85,4.85,246.99,-999.0,-999.0
49.75,9.25,2022,3,25,7.69,2.36,5.02,7.12,5.87,75.78,4.85,4.85,246.99,-999.0,-999.0
49.75,9.75,2022,3,25,7.21,1.94,4.57,6.82,6.0,75.84,4.85,4.85,246.99,-999.0,-999.0
49.75,10.25,2022,3,25,6.88,1.74,4.31,6.57,6.17,73.39,4.83,4.83,242.29,-999.0,-999.0
49.75,10.75,2022,3,25,6.64,1.72,4.18,6.28,6.29,69.71,4.83,4.83,242.29,-999.0,-999.0
49.75,11.25,2022,3,25,6.49,1.51,4.01,6.08,6.25,65.53,4.83,4.83,242.29,-999.0,-999.0
49.75,11.75,2022,3,25,6.18,1.04,3.61,5.78,5.88,63.53,4.83,4.83,242.29,-999.0,-999.0
49.75,12.25,2022,3,25,5.99,0.55,3.27,5.49,5.44,60.61,4.79,4.79,239.15,-999.0,-999.0
49.75,12.75,2022,3,25,6.06,0.05,3.06,5.4,4.89,55.98,4.79,4.79,239.15,-999.0,-999.0
49.75,13.25,2022,3,25,6.38,-0.3,3.04,5.46,4.29,49.05,4.79,4.79,239.15,-999.0,-999.0
49.75,13.75,2022,3,25,6.74,-0.22,3.26,5.42,3.77,39.5,4.79,4.79,239.15,-999.0,-999.0
49.75,14.25,2022,3,25,7.19,-0.22,3.48,5.53,3.38,61.95,4.78,4.78,237.29,-999.0,-999.0
49.75,14.75,2022,3,25,7.22,-0.41,3.4,5.54,3.18,72.79,4.78,4.78,237.29,-999.0,-999.0
49.75,15.25,2022,3,25,7.04,-0.88,3.08,5.31,3.04,98.03,4.78,4.78,237.29,-999.0,-999.0
50.25,5.75,2022,3,25,7.32,2.26,4.79,6.29,6.3,45.76,4.7,4.77,247.77,-999.0,-999.0
50.25,6.25,2022,3,25,7.15,1.52,4.34,6.03,6.16,43.06,4.72,4.75,242.36,-999.0,-999.0
50.25,6.75,2022,3,25,7.31,1.53,4.42,6.33,5.9,44.76,4.72,4.75,242.36,-999.0,-999.0
50.25,7.25,2022,3,25,7.48,1.83,4.66,6.67,5.79,52.46,4.72,4.75,242.36,-999.0,-999.0
50.25,7.75,2022,3,25,7.51,2.09,4.8,6.83,5.79,59.61,4.72,4.75,242.36,-999.0,-999.0
50.25,8.25,2022,3,25,7.51,2.19,4.85,6.91,5.95,64.95,4.68,4.68,241.8,-999.0,-999.0
50.25,8.75,2022,3,25,7.83,2.2,5.01,7.3,6.46,72.5,4.68,4.68,241.8,-999.0,-999.0
50.25,9.25,2022,3,25,7.08,1.88,4.48,6.62,6.26,72.72,4.68,4.68,241.8,-999.0,-999.0
50.25,9.75,2022,3,25,6.67,1.42,4.04,6.23,6.03,71.47,4.68,4.68,241.8,-999.0,-999.0
50.25,10.25,2022,3,25,6.44,1.08,3.76,5.94,5.89,68.76,4.66,4.66,237.61,-999.0,-999.0
50.25,10.75,2022,3,25,6.25,0.89,3.57,5.6,5.79,65.12,4.66,4.66,237.61,-999.0,-999.0
50.25,11.25,2022,3,25,6.0,0.67,3.34,5.1,5.54,61.59,4.66,4.66,237.61,-999.0,-999.0
50.25,11.75,2022,3,25,5.84,0.06,2.95,4.76,4.96,59.14,4.66,4.66,237.61,-999.0,-999.0
50.25,12.25,2022,3,25,5.75,-0.38,2.68,4.37,4.28,52.89,4.6,4.6,235.8,-999.0,-999.0
50.25,12.75,2022,3,25,6.04,-0.67,2.69,4.45,3.74,57.64,4.6,4.6,235.8,-999.0,-999.0
